project,name,facility,owner,address,city,county,cost,sqft_stated,work,status,registered,start,end,scope,design_firm,url,sqft,sqft_source,primary,duplicate_of,cost_per_sqft,cost_suspect,area_is_campus,found_by,geo_precision,lon,lat
TABS2023001682,SH 249 Retail Development,C-Store and Washateria with Data Center,Al Maknojia,"26322 Millies Creek Ln 14131 SH 249, Houston",Cypress,Harris,1000000.0,11500,New Construction,Project Registered,2022-09-26,2022-11-30,2023-07-21,"Building a C-store with gas canopy, washateria, data center, and car wash facility",Midstream and Terminal Services,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023001682,11500,,True,,87,False,False,facility name; scope of work,address,-95.703881,29.946564
TABS2025004352,Lowe's UPS Modernization,Data Center,Lowe's,10045 Rogers Run,San Antonio,Bexar,13000000.0,10418,Renovation/Alteration,Review Complete,2024-10-29,2025-01-02,2026-07-31,"Electrical Equipment replacement (UPS), required modification to Electrical, Mechanical, Architectural, and Fire Protection within affected rooms. Total area affected by project is 10,418 sqft.",Gensler,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004352,10418,,True,,1248,False,False,facility name,address,-98.689241,29.47186
TABS2025009760,Polk Admin Building Interior Renovation,Metro Data Center Building,METRO,5700 Polk Street,Houston,Harris,1000000.0,10000,Renovation/Alteration,Review Complete,2025-01-16,2025-02-16,2025-04-30,Interior remodel in an existing building,Method Architecture,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025009760,10000,,True,,,False,False,facility name,address,-95.31555,29.732723
EABPRJB8812271,ELLIOTT ELECTRIC DATA CENTER,ELLIOTT ELECTRIC DATA CENTER,ELLIOTT ELECTRIC,2400 N. STALLINGS,Nacogdoches,Nacogdoches,2700000.0,10000,New Construction,Project Closed,2018-03-10,2018-03-01,2019-03-01,New Building,BURRIS ARCHITECTURE,https://www.tdlr.texas.gov/TABS/Search/Project/EABPRJB8812271,10000,,True,,,False,False,facility name; project name,address,-94.676279,31.653131
TABS2025025312,QTS DFW DH 1.2 6MW,QTS DFW DH2,Quality Technology Services LLC,6431 LONGHORN DR,Irving,Dallas,350000.0,9800,Renovation/Alteration,Project Registered,2025-08-06,2025-09-01,2026-10-01,"Fit-out for 6MW equipment add within an existing building. Scope of work includes 9,800 square feet.",Corgan,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025312,9800,,True,,,False,False,operator name,address,-96.983142,32.897028
TABS2022000947,BCS Data Center Operations Expansion,Millennium Tower,Gadeke Group,"15455 Dallas Parkway, Suite 1300 & 1350",Addison,Dallas,645206.0,9594,Renovation/Alteration,Project Closed,2021-09-15,2021-09-20,2022-01-28,Renovation/ Alteration,Interprise,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022000947,9594,,True,,,False,False,project name,address,-96.82273,32.960053
TABS2026023537,Koala - Fit Up Phase 3,Coit Road Data Center,Lincoln Property Company,1000 Coit Rd,Plano,Collin,136000000.0,9419,Renovation/Alteration,Project Registered,2026-06-23,2026-09-11,2027-12-02,"Data Center Fit Up of existing shell space, 9,419 sf total, within the Coit Road Data Center including supporting infrastructure and site improvements.",Critical Project Services,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023537,9419,,True,,,False,False,facility name; scope of work,address,-96.76596,33.015739
TABS2023025444,QTS DFW1 - DC3 Office Upfit,QTS DFW1-DC3,"Quality Investment Properties Irving, LLC",6351 Longhorn Dr.,Irving,Dallas,900000.0,9300,Renovation/Alteration,Project Registered,2023-08-09,2023-08-07,2023-10-31,"Office upfit in existing shell space with 3 private offices, 1 conference room, and 2 open office spaces. New carpet & ACT for spaces added. Mech systems for ac/heat, elect lighting, rough in for equip movein, telecom back box.",Corgan Associates Inc.,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023025444,9300,,True,,,False,False,operator name,address,-96.980408,32.894873
TABS2021019796,Informart Seventh Floor Alterations (EQ DA-99),Informart Equinix Data Center,EQUINIX LLC,"1950 N STEMMONS FWY, 7th FL",Dallas,Dallas,232000.0,9000,Renovation/Alteration,Project Closed,2021-07-14,2021-07-26,2021-10-01,"Minor change of occupancy (3 spaces), 3 partitions and doors, illuminated exit signage and lights, metal guards, exterior stairs and railings.",Margulies Hoelzli Architecture,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2021019796,9000,,True,,,False,False,facility name,address,-96.81948,32.801159
TABS2022004628,QTS DFW DC2 DH2.4 and DH2.5 Upfit,QTS Irving-Dallas,QTS,6431 Longhorn Dr,Irving,Dallas,2500000.0,8700,Renovation/Alteration,Project Closed,2021-11-04,2021-07-01,2022-03-31,Data Hall renovation within the existing Data Center,Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022004628,8700,,True,,,False,False,operator name; scope of work,address,-96.983142,32.897028
TABS2019018997,Evoque Data Center Solutions,Riverside Commons Building 2,"BSREP Riverside, LLC",5030 Riverside Drive Suite 250,Irving,Dallas,360000.0,8640,Renovation/Alteration,Project Closed,2019-08-22,2019-08-15,2019-11-15,Interior Finish-out of Existing Office Space,Interprise Design,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2019018997,8640,,True,,,False,False,project name,address,-96.929784,32.85941
TABS2022003527,Woodlands Data Center C118,The Woodlands Enterprises,The Woodlands Enterprises LLC,4000 Technology Forest Blvd,The Woodlands,Montgomery,8967629.0,8600,Renovation/Alteration,Project Closed,2021-10-20,2021-11-15,2022-10-31,interior build-out of existing shell space into data center,HLW International,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022003527,8600,,True,,,False,False,project name; scope of work,address,-95.485008,30.179841
TABS2020016824,H5 Data Center Renovations,H5 Data Center,H5 Data Center,323 Broadway St,San Antonio,Bexar,1000000.0,8245,Renovation/Alteration,Project Closed,2020-05-05,2020-06-01,2020-12-01,"Interior alteration to include new server area, supporting electrical rooms and interior generator room",Evolve,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020016824,8245,,True,,,False,False,facility name; project name; scope of work,address,-98.486868,29.429345
TABS2020019011,BCS Data Center Operations,Millennium Tower,Gadeke Group,15455 Dallas Parkway Suite 1300,Addison,Dallas,310361.0,8149,Renovation/Alteration,Project Closed,2020-06-15,2020-06-15,2020-08-31,Renovation/Alteration,Interprise,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020019011,8149,,True,,,False,False,project name,address,-96.82273,32.960053
TABS2022005461,Core Scientific Denton Data Center North Parcel Tech Building,Core Scientific Denton Data Center North Parcel Tech Building,CITY OF DENTON,8161 Jim Christal Rd,Denton,Denton,1000000.0,8000,New Construction,Review Complete,2021-11-16,2021-11-22,2023-12-31,"New ground-up Tech Building to support surrounding data server buildings.  This Tech Building contains office space, warehouse space, restrooms, etc.","MJDII Architects, Inc.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022005461,8000,,True,,,False,False,facility name; project name,address,-97.210207,33.214783
TABS2022003099,Core Scientific Denton Data Center South Parcel Tech Building,Core Scientific Denton Data Center South Parcel Tech Building,CITY OF DENTON,8161 Jim Christal Rd,Denton,Denton,1000000.0,8000,New Construction,Review Complete,2021-10-14,2021-10-18,2023-12-31,"New ground-up Tech building to support surrounding buildings housing data servers.  This tech building contains office space, warehouse space, restrooms, etc.","MJDII Architects, Inc.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022003099,8000,,True,,,False,False,facility name; project name,address,-97.210207,33.214783
TABS2023021880,American Tower Data Center,American Tower Data Center - Highway 90,"American Towers, LP",5436 New Highway 90 West,San Antonio,Bexar,15000000.0,7255,New Construction,Review Complete,2023-06-21,2024-09-01,2024-12-31,Construction of an electronic data storage center on a vacant lot adjacent to existing cellular communications facility. Day-to-day operations of the storage center will be separate (but related) to the cellular communications facility.,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023021880,7255,,True,,,False,False,facility name; project name,address,-98.59861,29.406643
TABS2026007523,CyrusOne DFW17C - TFO,DFW17C,CyrusOne,FM56 and CR3610A,Whitney,Bosque,160000000.0,7150,Renovation/Alteration,Project Registered,2025-12-09,2027-05-04,2027-07-30,"INTERIOR DATA HALL TENANT FIT OUT INCLUDING DATA RACK CONTAINMENT AND SUPPORT INFRASTRUCTURE, AS WELL AS 7,150 SF OF TENANT OFFICE FIT OUT.","JHET Architects, PLLC",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007523,7150,,True,,,False,False,scope of work,address,-97.363134,31.855075
TABS2023001708,Element Critical,AUS-1 Data Center,"SMBC Leasing and Finance, INC",8025 N IH35,Austin,Travis,800000.0,6800,Renovation/Alteration,Project Closed,2022-09-26,2022-10-24,2023-01-09,Interior improvements/finish-out,Gensler,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023001708,6800,,True,,,False,False,facility name,address,-97.697403,30.342481
TABS2026001239,CyrusOne DFW10 | Tenant Fit Out,DFW10,CyrusOne,557 CR 3610,Whitney,Hill,275000000.0,6700,Renovation/Alteration,Project Registered,2025-09-18,2026-05-23,2026-10-06,"INTERIOR LEVEL 01 DATA HALL TENANT FIT OUT INCLUDING DATA RACK CONTAINMENT AND SUPPORT INFRASTRUCTURE, AS WELL AS 6,700 SF OF LEVEL 01 TENANT OFFICE FIT OUT.",JHET Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001239,6700,,True,,,False,False,scope of work,address,-97.342154,31.870932
TABS2026004659,CyrusOne DFW11 | Tenant Fit Out,DWF11,CyrusOne,FM56 and CR3610A,Whitney,Bosque,225000000.0,6700,Renovation/Alteration,Project Registered,2025-10-30,2026-12-22,2027-08-25,"INTERIOR LEVEL 01 DATA HALL TENANT FIT OUT INCLUDING DATA RACK CONTAINMENT AND SUPPORT INFRASTRUCTURE, AS WELL AS 6,700 SF OF LEVEL 01 TENANT OFFICE FIT OUT.","JHET Architects, PLLC",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004659,6700,,True,,,False,False,scope of work,address,-97.363134,31.855075
TABS2025019718,TAMU West Campus Data Center - 2B,TAMU West Campus Data Center,Texas A&M University,474 Agronomy Road,College Station,Brazos,2500000.0,6505,Renovation/Alteration,Review Complete,2025-05-23,2025-06-13,2025-12-31,Interior buildout of existing shell space within existing data center building and associated utilities,Gensler,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019718,6505,,True,,,False,False,facility name; project name; scope of work,address,-96.353855,30.619727
TABS2026025086,NTT Data Innovation Center,One Legacy West,Gaedeke Holdings XI LTD,"7950 Legacy Dr., Suite 12",Plano,Collin,750000.0,6000,Renovation/Alteration,Review Complete,2026-07-13,2026-07-15,2026-11-10,Interior Renovation,Corgan,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025086,6000,,True,,,False,False,project name,address,-96.837228,33.085698
TABS2026008169,Databank Red Oak - DFW9 TFO,DFW9,"DB Data Center Red Oak, LLC",Stainback Rd,Red Oak,Ellis,200000000.0,5500,Renovation/Alteration,Project Registered,2025-12-16,2025-12-16,2026-12-31,"Interior data hall tenant fit out including data bank containment and support infrastructure, as well as 5,500 SF of tenant office fit out.","JHET Architects, PLLC",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008169,5500,,True,,,False,False,scope of work,address,-96.74157,32.532569
TABS2024025831,Willis Data Center,Comcast,"Comcast of Houston, LLC",606 TX-75,Willis,Montgomery,7500000.0,5200,New Construction,Review Complete,2024-08-20,2024-11-01,2025-12-15,"New construction of 5,200sf data center with the following interior spaces: Power room, headend room, technician control room, restroom and vestibule. Building will not have public access",HDA,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025831,5200,,True,,,False,False,project name; scope of work,address,-95.481722,30.430739
TABS2020011720,BBT Midland Data Center,BBT,Big Bend Telephone Company,2909 Wright Drive,Midland,Midland,1100000.0,5200,Renovation/Alteration,Review Complete,2020-02-17,2020-04-06,2020-08-31,Refit of existing buildings to be UPS electrical room and Data Center. Building of interconnection between two existing buildings.,Ridgeline Design Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020011720,5200,,True,,,False,False,project name; scope of work,address,-102.213761,31.931239
TABS2019000114,Cyrusone Carrollton Data Center - Floater Yard 02,Cyrusone Carrollton,Cyrusone / Danny Cowser,1649 West Frankford Rd,Carrollton,Dallas,4000000.0,5200,Renovation/Alteration,Project Closed,2018-12-04,2019-01-01,2019-07-31,Partial alteration/renovation to the existing service yard,Corgan Associates Inc,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2019000114,5200,,True,,,False,False,project name,address,-96.612463,32.897705
TABS2023000518,Vallies ELT-1,Compass Data Center,Vallies LLC,441 N. Austin Blvd,Red Oak,Ellis,64000000.0,5000,Renovation/Alteration,Project Registered,2022-09-09,2022-09-30,2023-03-31,"tenant fit out of data hall space, supporting infrastructure spaces, and tenant office space","HKS, Inc.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023000518,5000,,True,,,False,False,facility name; scope of work,address,-96.802337,32.540305
TABS2025021913,Education Building - Data Center,College of Education Building,The University of Texas at El Paso,500 W University Avenue,El Paso,El Paso,3000000.0,4568,Renovation/Alteration,Review Complete,2025-06-24,2025-07-31,2026-07-31,This project involves improvements to the existing education building first floor to accommodate a data center and it's associated systems/equipment.,"Mijares-Mora Architects, Inc.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025021913,4568,,True,,,False,False,project name; scope of work,address,-106.504249,31.77024
TABS2022014592,SSFCU 306 Data Center,SSFCU 306 Data Center,SSFCU,190 Creekside Crossing Suite 1101,New Braunfels,Comal,1000000.0,4558,Renovation/Alteration,Project Closed,2022-03-22,2022-05-01,2023-06-15,Second floor interior finish out of an existing fully sprinkled new shell building,Luna Middleman Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022014592,4558,,True,,,False,False,facility name; project name,address,-98.075944,29.726005
TABS2025012139,Chevron L8 Data Center Revision,HOU150,Chevron USA,1500 Smith Street,Houston,Harris,750000.0,4500,Renovation/Alteration,Review Complete,2025-02-18,2025-04-01,2025-08-31,"Isolate Network Lab, deboxing, and storage area from data center. Arch, Elec, Mech, and Fire Pump Scope included.",Jacobs Engineering Group,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012139,4500,,True,,,False,False,project name; scope of work,address,-95.371408,29.755293
TABS2022015724,McAllen Data Center,MDC Data Center,MDC Data Center,422 11th street,Mcallen,Hidalgo,200000.0,4432,Renovation/Alteration,Project Registered,2022-04-04,2022-05-01,2022-07-01,Minor interior demolition and renovation to an existing data center building,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022015724,4432,,True,,,False,False,facility name; project name; scope of work,address,-98.232154,26.19939
TABS2026017705,Stream Data Centers,Trammell Crow Center,ROF V Ross Investment LLC,2001 Ross Ave Suite 500,Dallas,Dallas,120000.0,3761,Renovation/Alteration,Project Registered,2026-04-15,2026-04-15,2026-06-30,Tenant Improvement,Entos Design,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017705,3761,,True,,,False,False,project name,address,-96.799253,32.787716
TABS2026003740,HH BT Data Center,Harris Health Ben Taub Hospital,Harris County Hospital District,1504 Taub Loop,Houston,Harris,2971000.0,3500,Renovation/Alteration,Review Complete,2025-10-20,2026-04-01,2027-04-01,"Renovation and reconfiguration of the existing Data Center and adjacent Supply Storage Rooms on the 2nd floor, along with the conversion of six rooms into additional IDR closets on three separate floors throughout the hospital.",AUTOARCH Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003740,3500,,True,,,False,False,project name; scope of work,address,-95.393445,29.710554
TABS2021021927,Compass Datacenter,Fourteen555,Cawley Partners,14555 North Dallas Parkway Suite 146,Dallas,Dallas,300000.0,3252,Renovation/Alteration,Review Complete,2021-08-12,2021-08-16,2021-10-29,Interior Finish out,Schwabauer Design,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2021021927,3252,,True,,,False,False,project name,address,-96.824281,32.943406
